2016-09-12 19:41:00,707 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x1571f2f6fa40007 type:create cxid:0x117 zxid:0x765 txntype:-1 reqpath:n/a Error Path:/brokers Error:KeeperErrorCode = NodeExists for /brokers
2016-09-12 19:41:00,707 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x1571f2f6fa40007 type:create cxid:0x118 zxid:0x766 txntype:-1 reqpath:n/a Error Path:/brokers/ids Error:KeeperErrorCode = NodeExists for /brokers/ids
2016-09-12 19:42:44,701 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1571f2f6fa40007
2016-09-12 19:42:44,711 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /127.0.0.1:61442 which had sessionid 0x1571f2f6fa40007
2016-09-12 19:44:12,699 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /127.0.0.1:61471
2016-09-12 19:44:12,706 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /127.0.0.1:61471
2016-09-12 19:44:12,711 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x1571f2f6fa40008 with negotiated timeout 6000 for client /127.0.0.1:61471
2016-09-12 19:44:15,341 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x1571f2f6fa40008 type:delete cxid:0x110 zxid:0x7ad txntype:-1 reqpath:n/a Error Path:/admin/preferred_replica_election Error:KeeperErrorCode = NoNode for /admin/preferred_replica_election
2016-09-12 19:44:15,517 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x1571f2f6fa40008 type:create cxid:0x117 zxid:0x7ae txntype:-1 reqpath:n/a Error Path:/brokers Error:KeeperErrorCode = NodeExists for /brokers
2016-09-12 19:44:15,518 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x1571f2f6fa40008 type:create cxid:0x118 zxid:0x7af txntype:-1 reqpath:n/a Error Path:/brokers/ids Error:KeeperErrorCode = NodeExists for /brokers/ids
2016-09-12 19:44:17,799 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:61474
2016-09-12 19:44:17,806 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:61474
2016-09-12 19:44:17,807 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x1571f2f6fa40009 with negotiated timeout 6000 for client /0:0:0:0:0:0:0:1:61474
2016-09-12 19:44:18,364 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1571f2f6fa40009
2016-09-12 19:44:18,365 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:61474 which had sessionid 0x1571f2f6fa40009
2016-09-12 19:46:02,453 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:61492
2016-09-12 19:46:02,460 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:61492
2016-09-12 19:46:02,462 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x1571f2f6fa4000a with negotiated timeout 6000 for client /0:0:0:0:0:0:0:1:61492
2016-09-12 19:46:03,236 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x1571f2f6fa4000a type:create cxid:0x20 zxid:0x7f5 txntype:-1 reqpath:n/a Error Path:/brokers Error:KeeperErrorCode = NodeExists for /brokers
2016-09-12 19:46:03,237 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x1571f2f6fa4000a type:create cxid:0x21 zxid:0x7f6 txntype:-1 reqpath:n/a Error Path:/brokers/ids Error:KeeperErrorCode = NodeExists for /brokers/ids
2016-09-12 19:46:45,521 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /127.0.0.1:61500
2016-09-12 19:46:45,528 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /127.0.0.1:61500
2016-09-12 19:46:45,533 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x1571f2f6fa4000b with negotiated timeout 6000 for client /127.0.0.1:61500
2016-09-12 19:46:46,024 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1571f2f6fa4000b
2016-09-12 19:46:46,026 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /127.0.0.1:61500 which had sessionid 0x1571f2f6fa4000b
2016-09-12 19:48:10,104 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /127.0.0.1:61519
2016-09-12 19:48:10,110 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /127.0.0.1:61519
2016-09-12 19:48:10,115 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x1571f2f6fa4000c with negotiated timeout 6000 for client /127.0.0.1:61519
2016-09-12 19:48:10,890 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x1571f2f6fa4000c type:create cxid:0x20 zxid:0x7fc txntype:-1 reqpath:n/a Error Path:/brokers Error:KeeperErrorCode = NodeExists for /brokers
2016-09-12 19:48:10,891 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x1571f2f6fa4000c type:create cxid:0x21 zxid:0x7fd txntype:-1 reqpath:n/a Error Path:/brokers/ids Error:KeeperErrorCode = NodeExists for /brokers/ids
2016-09-12 19:52:21,807 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:61561
2016-09-12 19:52:21,815 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:61561
2016-09-12 19:52:21,816 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x1571f2f6fa4000d with negotiated timeout 30000 for client /0:0:0:0:0:0:0:1:61561
2016-09-12 19:52:22,048 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1571f2f6fa4000d
2016-09-12 19:52:22,049 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:61561 which had sessionid 0x1571f2f6fa4000d
2016-09-12 19:52:31,775 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:61564
2016-09-12 19:52:31,781 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:61564
2016-09-12 19:52:31,787 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x1571f2f6fa4000e with negotiated timeout 30000 for client /0:0:0:0:0:0:0:1:61564
2016-09-12 19:52:31,978 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x1571f2f6fa4000e type:setData cxid:0x6 zxid:0x803 txntype:-1 reqpath:n/a Error Path:/config/topics/SSL-TEST Error:KeeperErrorCode = NoNode for /config/topics/SSL-TEST
2016-09-12 19:52:31,995 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x1571f2f6fa4000e type:create cxid:0x8 zxid:0x804 txntype:-1 reqpath:n/a Error Path:/config/topics Error:KeeperErrorCode = NodeExists for /config/topics
2016-09-12 19:52:32,021 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1571f2f6fa4000e
2016-09-12 19:52:32,022 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:61564 which had sessionid 0x1571f2f6fa4000e
2016-09-12 19:52:32,043 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x1571f2f6fa40008 type:create cxid:0x201 zxid:0x808 txntype:-1 reqpath:n/a Error Path:/brokers/topics/SSL-TEST/partitions/0 Error:KeeperErrorCode = NoNode for /brokers/topics/SSL-TEST/partitions/0
